code_insee,commune,cout_moyen_secheresse
53121,Javron-les-Chapelles,Pas de sinistre répertorié à CCR
53122,Jublains,Pas de sinistre répertorié à CCR
53123,Juvigné,Pas de sinistre répertorié à CCR
53124,Prée-d'Anjou,Pas de sinistre répertorié à CCR
53125,Landivy,Pas de sinistre répertorié à CCR
53126,Larchamp,Pas de sinistre répertorié à CCR
53127,Lassay-les-Châteaux,Pas de sinistre répertorié à CCR
53128,Laubrières,Pas de sinistre répertorié à CCR
53129,Launay-Villiers,Pas de sinistre répertorié à CCR
53130,Laval,Plus de 20 k€
53131,Lesbois,Pas de sinistre répertorié à CCR
53132,Levaré,Pas de sinistre répertorié à CCR
53133,Lignières-Orgères,Pas de sinistre répertorié à CCR
53134,Livet,Pas de sinistre répertorié à CCR
53135,Livré-la-Touche,Pas de sinistre répertorié à CCR
53136,La Roche-Neuville,Pas de sinistre répertorié à CCR
53137,Loiron-Ruillé,Pas de sinistre répertorié à CCR
53139,Loupfougères,Pas de sinistre répertorié à CCR
53140,Louverné,Pas de sinistre répertorié à CCR
53141,Louvigné,Pas de sinistre répertorié à CCR
53142,Madré,Pas de sinistre répertorié à CCR
53143,Maisoncelles-du-Maine,Pas de sinistre répertorié à CCR
53144,Marcillé-la-Ville,Pas de sinistre répertorié à CCR
53145,Marigné-Peuton,Pas de sinistre répertorié à CCR
53146,Martigné-sur-Mayenne,Pas de sinistre répertorié à CCR
53147,Mayenne,Pas de sinistre répertorié à CCR
53148,Mée,Pas de sinistre répertorié à CCR
53150,Ménil,Pas de sinistre répertorié à CCR
53151,Méral,Pas de sinistre répertorié à CCR
53152,Meslay-du-Maine,Pas de sinistre répertorié à CCR
53153,Mézangers,Pas de sinistre répertorié à CCR
53154,Montaudin,Pas de sinistre répertorié à CCR
53155,Montenay,Pas de sinistre répertorié à CCR
53156,Montflours,Pas de sinistre répertorié à CCR
53157,Montigné-le-Brillant,Pas de sinistre répertorié à CCR
53158,Montjean,Pas de sinistre répertorié à CCR
53160,Montreuil-Poulay,Pas de sinistre répertorié à CCR
53161,Montsûrs,Pas de sinistre répertorié à CCR
53162,Moulay,Pas de sinistre répertorié à CCR
53163,Neau,Pas de sinistre répertorié à CCR
53164,Neuilly-le-Vendin,Pas de sinistre répertorié à CCR
53165,Niafles,Pas de sinistre répertorié à CCR
53168,Nuillé-sur-Vicoin,Pas de sinistre répertorié à CCR
53169,Olivet,Pas de sinistre répertorié à CCR
53170,Oisseau,Pas de sinistre répertorié à CCR
53172,Origné,Pas de sinistre répertorié à CCR
53173,La Pallu,Pas de sinistre répertorié à CCR
53174,Parigné-sur-Braye,Pas de sinistre répertorié à CCR
53175,Parné-sur-Roc,Pas de sinistre répertorié à CCR
53176,Le Pas,Pas de sinistre répertorié à CCR
53177,La Pellerine,Pas de sinistre répertorié à CCR
53178,Peuton,Pas de sinistre répertorié à CCR
53179,Placé,Pas de sinistre répertorié à CCR
53180,Pommerieux,Pas de sinistre répertorié à CCR
53181,Pontmain,Pas de sinistre répertorié à CCR
53182,Port-Brillet,Pas de sinistre répertorié à CCR
53184,Préaux,Pas de sinistre répertorié à CCR
53185,Pré-en-Pail-Saint-Samson,Pas de sinistre répertorié à CCR
53186,Quelaines-Saint-Gault,Pas de sinistre répertorié à CCR
53187,Ravigny,Pas de sinistre répertorié à CCR
53188,Renazé,Pas de sinistre répertorié à CCR
53189,Rennes-en-Grenouilles,Pas de sinistre répertorié à CCR
53190,Le Ribay,Pas de sinistre répertorié à CCR
53191,La Roë,Pas de sinistre répertorié à CCR
53192,La Rouaudière,Pas de sinistre répertorié à CCR
53193,Ruillé-Froid-Fonds,Pas de sinistre répertorié à CCR
53195,Sacé,Pas de sinistre répertorié à CCR
53196,Saint-Aignan-de-Couptrain,Pas de sinistre répertorié à CCR
53197,Saint-Aignan-sur-Roë,Pas de sinistre répertorié à CCR
53198,Saint-Aubin-du-Désert,Pas de sinistre répertorié à CCR
53199,Saint-Aubin-Fosse-Louvain,Pas de sinistre répertorié à CCR
53200,Saint-Baudelle,Pas de sinistre répertorié à CCR
53201,Saint-Berthevin,Pas de sinistre répertorié à CCR
53202,Saint-Berthevin-la-Tannière,Pas de sinistre répertorié à CCR
53203,Saint-Brice,Pas de sinistre répertorié à CCR
53204,Saint-Calais-du-Désert,Pas de sinistre répertorié à CCR
53206,Saint-Charles-la-Forêt,Pas de sinistre répertorié à CCR
53208,Saint-Cyr-en-Pail,Pas de sinistre répertorié à CCR
53209,Saint-Cyr-le-Gravelais,Pas de sinistre répertorié à CCR
53210,Saint-Denis-d'Anjou,Pas de sinistre répertorié à CCR
53211,Saint-Denis-de-Gastines,Pas de sinistre répertorié à CCR
53212,Saint-Denis-du-Maine,Pas de sinistre répertorié à CCR
53213,Saint-Ellier-du-Maine,Pas de sinistre répertorié à CCR
53214,Saint-Erblon,Pas de sinistre répertorié à CCR
53216,Saint-Fraimbault-de-Prières,Pas de sinistre répertorié à CCR
53218,Sainte-Gemmes-le-Robert,Pas de sinistre répertorié à CCR
53219,Saint-Georges-Buttavent,Pas de sinistre répertorié à CCR
53220,Saint-Georges-le-Fléchard,Pas de sinistre répertorié à CCR
53221,Saint-Georges-sur-Erve,Pas de sinistre répertorié à CCR
53222,Saint-Germain-d'Anxure,Pas de sinistre répertorié à CCR
53223,Saint-Germain-de-Coulamer,Pas de sinistre répertorié à CCR
53224,Saint-Germain-le-Fouilloux,Pas de sinistre répertorié à CCR
53225,Saint-Germain-le-Guillaume,Pas de sinistre répertorié à CCR
53226,Saint-Hilaire-du-Maine,Pas de sinistre répertorié à CCR
53228,Blandouet-Saint Jean,Entre 5 et 10 k€
53229,Saint-Jean-sur-Mayenne,Pas de sinistre répertorié à CCR
53230,Saint-Julien-du-Terroux,Pas de sinistre répertorié à CCR
53232,Saint-Léger,Pas de sinistre répertorié à CCR
53233,Saint-Loup-du-Dorat,Pas de sinistre répertorié à CCR
53234,Saint-Loup-du-Gast,Pas de sinistre répertorié à CCR
53235,Sainte-Marie-du-Bois,Pas de sinistre répertorié à CCR
53236,Saint-Mars-du-Désert,Pas de sinistre répertorié à CCR
53237,Saint-Mars-sur-Colmont,Pas de sinistre répertorié à CCR
53238,Saint-Mars-sur-la-Futaie,Pas de sinistre répertorié à CCR
53239,Saint-Martin-de-Connée,Pas de sinistre répertorié à CCR
53240,Saint-Martin-du-Limet,Pas de sinistre répertorié à CCR
53242,Saint-Michel-de-la-Roë,Pas de sinistre répertorié à CCR
53243,Saint-Ouën-des-Toits,Pas de sinistre répertorié à CCR
53245,Saint-Pierre-des-Landes,Pas de sinistre répertorié à CCR
53246,Saint-Pierre-des-Nids,Pas de sinistre répertorié à CCR
53247,Saint-Pierre-la-Cour,Pas de sinistre répertorié à CCR
53248,Saint-Pierre-sur-Erve,Pas de sinistre répertorié à CCR
53249,Saint-Pierre-sur-Orthe,Pas de sinistre répertorié à CCR
53250,Saint-Poix,Pas de sinistre répertorié à CCR
53251,Saint-Quentin-les-Anges,Pas de sinistre répertorié à CCR
53253,Saint-Saturnin-du-Limet,Pas de sinistre répertorié à CCR
53255,Sainte-Suzanne-et-Chammes,Plus de 20 k€
53256,Saint-Thomas-de-Courceriers,Pas de sinistre répertorié à CCR
53257,Saulges,Pas de sinistre répertorié à CCR
53258,La Selle-Craonnaise,Pas de sinistre répertorié à CCR
53259,Senonnes,Pas de sinistre répertorié à CCR
53260,Simplé,Pas de sinistre répertorié à CCR
53261,Soucé,Pas de sinistre répertorié à CCR
53262,Soulgé-sur-Ouette,Pas de sinistre répertorié à CCR
53263,Thuboeuf,Pas de sinistre répertorié à CCR
53264,Thorigné-en-Charnie,Pas de sinistre répertorié à CCR
53265,Torcé-Viviers-en-Charnie,Pas de sinistre répertorié à CCR
53266,Trans,Pas de sinistre répertorié à CCR
53267,Vaiges,Plus de 20 k€
53269,Vautorte,Pas de sinistre répertorié à CCR
53270,Vieuvy,Pas de sinistre répertorié à CCR
53271,Villaines-la-Juhel,Pas de sinistre répertorié à CCR
53272,Villepail,Pas de sinistre répertorié à CCR
53273,Villiers-Charlemagne,Pas de sinistre répertorié à CCR
53274,Vimarcé,Pas de sinistre répertorié à CCR
53276,Voutré,Pas de sinistre répertorié à CCR
54001,Abaucourt,Pas de sinistre répertorié à CCR
54002,Abbéville-lès-Conflans,Entre 5 et 10 k€
54003,Aboncourt,Pas de sinistre répertorié à CCR
54004,Affléville,Entre 10 et 20k€
54005,Affracourt,Pas de sinistre répertorié à CCR
54006,Agincourt,Pas de sinistre répertorié à CCR
54007,Aingeray,"Entre 0 et 2,5 k€"
54008,Allain,Pas de sinistre répertorié à CCR
54009,Allamont,Entre 10 et 20k€
54010,Allamps,"Entre 0 et 2,5 k€"
54011,Allondrelle-la-Malmaison,Pas de sinistre répertorié à CCR
54012,Amance,Entre 5 et 10 k€
54013,Amenoncourt,Pas de sinistre répertorié à CCR
54014,Ancerviller,Pas de sinistre répertorié à CCR
54015,Anderny,"Entre 0 et 2,5 k€"
54016,Andilly,"Entre 0 et 2,5 k€"
54017,Angomont,Pas de sinistre répertorié à CCR
54018,Anoux,"Entre 0 et 2,5 k€"
54019,Ansauville,Pas de sinistre répertorié à CCR
54020,Anthelupt,"Entre 0 et 2,5 k€"
54021,Armaucourt,Pas de sinistre répertorié à CCR
54022,Arnaville,Pas de sinistre répertorié à CCR
54023,Arracourt,Pas de sinistre répertorié à CCR
54024,Arraye-et-Han,"Entre 2,5 et 5 k€"
54025,Art-sur-Meurthe,Entre 10 et 20k€
54026,Athienville,Pas de sinistre répertorié à CCR
54027,Atton,Entre 5 et 10 k€
54028,Auboué,Entre 5 et 10 k€
54029,Audun-le-Roman,Pas de sinistre répertorié à CCR
54030,Autrepierre,Entre 10 et 20k€
54031,Autreville-sur-Moselle,Pas de sinistre répertorié à CCR
54032,Autrey,Entre 10 et 20k€
54033,Avillers,Pas de sinistre répertorié à CCR
54034,Avrainville,Entre 5 et 10 k€
54035,Avricourt,Plus de 20 k€
54036,Avril,"Entre 2,5 et 5 k€"
54037,Azelot,Plus de 20 k€
54038,Azerailles,Pas de sinistre répertorié à CCR
54039,Baccarat,Pas de sinistre répertorié à CCR
54040,Badonviller,"Entre 2,5 et 5 k€"
54041,Bagneux,"Entre 0 et 2,5 k€"
54042,Bainville-aux-Miroirs,Pas de sinistre répertorié à CCR
54043,Bainville-sur-Madon,Entre 10 et 20k€
54044,Barbas,Pas de sinistre répertorié à CCR
54045,Barbonville,Plus de 20 k€
54046,Barisey-au-Plain,Entre 5 et 10 k€
54047,Barisey-la-Côte,Entre 10 et 20k€
54048,Les Baroches,"Entre 0 et 2,5 k€"
54049,Baslieux,Pas de sinistre répertorié à CCR
54050,Bathelémont,Pas de sinistre répertorié à CCR
54051,Batilly,"Entre 2,5 et 5 k€"
54052,Battigny,Pas de sinistre répertorié à CCR
54053,Bauzemont,Pas de sinistre répertorié à CCR
54054,Bayon,Pas de sinistre répertorié à CCR
54055,Bayonville-sur-Mad,Pas de sinistre répertorié à CCR
54056,Bazailles,Pas de sinistre répertorié à CCR
54057,Beaumont,Entre 5 et 10 k€
54058,Béchamps,Pas de sinistre répertorié à CCR
54059,Belleau,"Entre 2,5 et 5 k€"
54060,Belleville,Entre 5 et 10 k€
54061,Bénaménil,Pas de sinistre répertorié à CCR
54062,Benney,Entre 5 et 10 k€
54063,Bernécourt,Pas de sinistre répertorié à CCR
54064,Bertrambois,Pas de sinistre répertorié à CCR
54065,Bertrichamps,Pas de sinistre répertorié à CCR
54066,Bettainvillers,Pas de sinistre répertorié à CCR
54067,Beuveille,Pas de sinistre répertorié à CCR
54068,Beuvezin,Pas de sinistre répertorié à CCR
54069,Beuvillers,Pas de sinistre répertorié à CCR
54070,Bey-sur-Seille,"Entre 0 et 2,5 k€"
54071,Bezange-la-Grande,Pas de sinistre répertorié à CCR
54072,Bezaumont,Entre 5 et 10 k€
54073,Bicqueley,Plus de 20 k€
54074,Bienville-la-Petite,Pas de sinistre répertorié à CCR
54075,Bionville,Pas de sinistre répertorié à CCR
54076,Blainville-sur-l'Eau,"Entre 0 et 2,5 k€"
54077,Blâmont,Pas de sinistre répertorié à CCR
54078,Blémerey,"Entre 0 et 2,5 k€"
54079,Blénod-lès-Pont-à-Mousson,Entre 10 et 20k€
54080,Blénod-lès-Toul,Plus de 20 k€
54081,Boismont,Entre 10 et 20k€
54082,Boncourt,Pas de sinistre répertorié à CCR
54083,Bonviller,Pas de sinistre répertorié à CCR
54084,Mont-Bonvillers,Entre 5 et 10 k€
54085,Borville,Pas de sinistre répertorié à CCR
54086,Boucq,Pas de sinistre répertorié à CCR
54087,Bouillonville,Pas de sinistre répertorié à CCR
54088,Bouvron,Entre 5 et 10 k€
54089,Bouxières-aux-Chênes,Pas de sinistre répertorié à CCR
54090,Bouxières-aux-Dames,Plus de 20 k€
54091,Bouxières-sous-Froidmont,Entre 10 et 20k€
54092,Bouzanville,Entre 5 et 10 k€
54093,Brainville,Entre 10 et 20k€
54094,Bralleville,"Entre 2,5 et 5 k€"
54095,Bratte,Pas de sinistre répertorié à CCR
54096,Bréhain-la-Ville,Pas de sinistre répertorié à CCR
54097,Bréménil,Pas de sinistre répertorié à CCR
54098,Brémoncourt,"Entre 0 et 2,5 k€"
54099,Val de Briey,Entre 5 et 10 k€
54100,Brin-sur-Seille,Plus de 20 k€
54101,Brouville,Pas de sinistre répertorié à CCR
54102,Bruley,Entre 10 et 20k€
54103,Bruville,Pas de sinistre répertorié à CCR
54104,Buissoncourt,Entre 10 et 20k€
54105,Bulligny,Entre 5 et 10 k€
54106,Bures,Pas de sinistre répertorié à CCR
54107,Buriville,"Entre 2,5 et 5 k€"
54108,Burthecourt-aux-Chênes,Pas de sinistre répertorié à CCR
54109,Ceintrey,Entre 10 et 20k€
54110,Cerville,Pas de sinistre répertorié à CCR
54111,Chaligny,Entre 10 et 20k€
54112,Chambley-Bussières,Pas de sinistre répertorié à CCR
54113,Champenoux,Entre 10 et 20k€
54114,Champey-sur-Moselle,Pas de sinistre répertorié à CCR
54115,Champigneulles,"Entre 2,5 et 5 k€"
54116,Chanteheux,Entre 5 et 10 k€
54117,Chaouilley,Pas de sinistre répertorié à CCR
54118,Charency-Vezin,Pas de sinistre répertorié à CCR
54119,Charey,"Entre 0 et 2,5 k€"
54120,Charmes-la-Côte,Plus de 20 k€
54121,Charmois,"Entre 2,5 et 5 k€"
54122,Chaudeney-sur-Moselle,Entre 5 et 10 k€
54123,Chavigny,Plus de 20 k€
54124,Chazelles-sur-Albe,Pas de sinistre répertorié à CCR
54125,Chenevières,Pas de sinistre répertorié à CCR
54126,Chenicourt,Pas de sinistre répertorié à CCR
54127,Chenières,Pas de sinistre répertorié à CCR
54128,Choloy-Ménillot,Entre 5 et 10 k€
54129,Cirey-sur-Vezouze,Pas de sinistre répertorié à CCR
54130,Clayeures,Pas de sinistre répertorié à CCR
54131,Clémery,"Entre 2,5 et 5 k€"
54132,Clérey-sur-Brenon,Entre 10 et 20k€
54133,Coincourt,"Entre 0 et 2,5 k€"
54134,Colmey,Pas de sinistre répertorié à CCR
54135,Colombey-les-Belles,"Entre 2,5 et 5 k€"
54136,Conflans-en-Jarnisy,Entre 5 et 10 k€
54137,Cons-la-Grandville,Pas de sinistre répertorié à CCR
54138,Cosnes-et-Romain,"Entre 0 et 2,5 k€"
54139,Courbesseaux,"Entre 2,5 et 5 k€"
54140,Courcelles,Pas de sinistre répertorié à CCR
54141,Coyviller,"Entre 0 et 2,5 k€"
54142,Crantenoy,Pas de sinistre répertorié à CCR
54143,Crépey,Pas de sinistre répertorié à CCR
54144,Crévéchamps,"Entre 2,5 et 5 k€"
54145,Crévic,Plus de 20 k€
54146,Crézilles,Entre 10 et 20k€
54147,Crion,Pas de sinistre répertorié à CCR
54148,Croismare,Pas de sinistre répertorié à CCR
54149,Crusnes,Pas de sinistre répertorié à CCR
54150,Custines,Plus de 20 k€
54151,Cutry,Pas de sinistre répertorié à CCR
54152,Damelevières,Entre 10 et 20k€
54153,Dampvitoux,Pas de sinistre répertorié à CCR
54154,Deneuvre,Pas de sinistre répertorié à CCR
54155,Deuxville,Pas de sinistre répertorié à CCR
54156,Diarville,Entre 10 et 20k€
54157,Dieulouard,Entre 10 et 20k€
54158,Dolcourt,Pas de sinistre répertorié à CCR
54159,Dombasle-sur-Meurthe,Entre 10 et 20k€
54160,Domèvre-en-Haye,"Entre 0 et 2,5 k€"
54161,Domèvre-sur-Vezouze,Pas de sinistre répertorié à CCR
54162,Domgermain,Plus de 20 k€
54163,Domjevin,"Entre 2,5 et 5 k€"
54164,Dommarie-Eulmont,"Entre 2,5 et 5 k€"
54165,Dommartemont,Plus de 20 k€
54166,Dommartin-la-Chaussée,Pas de sinistre répertorié à CCR
54167,Dommartin-lès-Toul,Plus de 20 k€
54168,Dommartin-sous-Amance,"Entre 2,5 et 5 k€"
54169,Domprix,Pas de sinistre répertorié à CCR
54170,Domptail-en-l'Air,Plus de 20 k€
54171,Doncourt-lès-Conflans,Entre 5 et 10 k€
54172,Doncourt-lès-Longuyon,Pas de sinistre répertorié à CCR
54173,Drouville,Entre 10 et 20k€
54174,Écrouves,Plus de 20 k€
54175,Einvaux,"Entre 0 et 2,5 k€"
54176,Einville-au-Jard,Entre 10 et 20k€
54177,Emberménil,Pas de sinistre répertorié à CCR
54178,Épiez-sur-Chiers,Pas de sinistre répertorié à CCR
54179,Éply,Pas de sinistre répertorié à CCR
54180,Erbéviller-sur-Amezule,"Entre 0 et 2,5 k€"
54181,Errouville,Pas de sinistre répertorié à CCR
54182,Essey-et-Maizerais,"Entre 0 et 2,5 k€"
54183,Essey-la-Côte,Plus de 20 k€
54184,Essey-lès-Nancy,Entre 10 et 20k€
54185,Étreval,Pas de sinistre répertorié à CCR
54186,Eulmont,Entre 10 et 20k€
54187,Euvezin,Pas de sinistre répertorié à CCR
54188,Faulx,Entre 10 et 20k€
54189,Favières,Entre 5 et 10 k€
54190,Fécocourt,Pas de sinistre répertorié à CCR
54191,Fenneviller,Pas de sinistre répertorié à CCR
54192,Ferrières,"Entre 0 et 2,5 k€"
54193,Fey-en-Haye,Pas de sinistre répertorié à CCR
54194,Fillières,Pas de sinistre répertorié à CCR
54195,Flainval,Plus de 20 k€
54196,Flavigny-sur-Moselle,"Entre 0 et 2,5 k€"
54197,Fléville-devant-Nancy,Entre 10 et 20k€
54198,Fléville-Lixières,Plus de 20 k€
54199,Flin,Pas de sinistre répertorié à CCR
54200,Flirey,Pas de sinistre répertorié à CCR
54201,Fontenoy-la-Joûte,Pas de sinistre répertorié à CCR
54202,Fontenoy-sur-Moselle,Pas de sinistre répertorié à CCR
54203,Forcelles-Saint-Gorgon,"Entre 2,5 et 5 k€"
54204,Forcelles-sous-Gugney,Pas de sinistre répertorié à CCR
54205,Foug,"Entre 2,5 et 5 k€"
54206,Fraimbois,"Entre 2,5 et 5 k€"
54207,Fraisnes-en-Saintois,Pas de sinistre répertorié à CCR
54208,Francheville,Entre 10 et 20k€
54209,Franconville,Plus de 20 k€
54210,Fréménil,"Entre 0 et 2,5 k€"
54211,Frémonville,"Entre 2,5 et 5 k€"
54212,Fresnois-la-Montagne,Pas de sinistre répertorié à CCR
54213,Friauville,Plus de 20 k€
54214,Frolois,Plus de 20 k€
54215,Frouard,"Entre 2,5 et 5 k€"
54216,Froville,Pas de sinistre répertorié à CCR
54217,Gélacourt,Pas de sinistre répertorié à CCR
54218,Gélaucourt,Plus de 20 k€
54219,Gellenoncourt,Plus de 20 k€
54220,Gémonville,Pas de sinistre répertorié à CCR
54221,Gerbécourt-et-Haplemont,"Entre 2,5 et 5 k€"
54222,Gerbéviller,Entre 5 et 10 k€
54223,Germiny,Pas de sinistre répertorié à CCR
54224,Germonville,Entre 10 et 20k€
54225,Gézoncourt,Pas de sinistre répertorié à CCR
54226,Gibeaumeix,Pas de sinistre répertorié à CCR
